"DH - Emitente Doc.Origem";;"Recolhedor Doc.";;"Documento Hábil";"DH - Dia Transação";"DH - Doc. Origem";"DH - Observação";"DH - Processo";"DH - Valor Doc.Origem";"Compromisso";"DH - Valor";"DARF - Valor Base Cálculo";"DARF - Valor Total";"DARF - Receita";;"Realizado"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000040";"09/11/2023";"267688";"Fatura n. 267688, referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.NATUREZA DA DESPESA PARA EFD-REINF: PASSAGENS AÉREAS \17023";"23076.103867/2023-16";"3114,27";"104215916";"3114,27";"52,74";"3,71";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"7,14"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000041";"14/11/2023";"272901";"Fatura n. 272901 referente a passagens aéreas e serviço de agenciamento de viagens internacionais conforme contrato 11/2019.";"23076.112576/2023-98";"10467,3";"104832671";"10467,3";"52,74";"3,72";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"8,04"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000043";"27/11/2023";"272903";"Fatura n. 272903, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, trecho BSB/REC e REC/BSB, no mês de OUTUBRO/2023, conforme contrato 11/2019. (Nota de Detalhamento de Crédito Nº 032/2023 - DCCAc (TED 8576/2019 - PROFHISTÓRIA ¿ CAPES) \17023";"23076.112789/2023-70";"1801,07";"104885106";"1801,07";"52,74";"3,71";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"5,79"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000044";"16/11/2023";"272908";"Fatura n. 272908, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, trecho REC/CGH/FLN/CGH/REC, no mês de OUTUBRO/2023, conforme contrato 11/2019 \17023";"23076.113023/2023-57";"3240,75";"104889763";"3240,75";"52,74";"3,72";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"7,13"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000045";"20/11/2023";"272911";"Fatura n. 272911, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, trecho BSB/REC e REC/BSB, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114518/2023-44";"1735,9";"104975423";"1735,9";"52,74";"3,72";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"5,80"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000046";"20/11/2023";"272910";"Fatura n. 272910, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114476/2023-14";"5350,64";"104976754";"5350,64";"105,48";"7,44";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"13,37"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000047";"27/11/2023";"272907";"Fatura n. 272907, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114436/2023-27";"106095,72";"104978578";"106095,72";"474,66";"33,46";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"233,45"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000047";"27/11/2023";"272907";"Fatura n. 272907, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114436/2023-27";"106095,72";"104978578";"106095,72";"527,4";"37,18";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"233,45"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000047";"27/11/2023";"272907";"Fatura n. 272907, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114436/2023-27";"106095,72";"104978578";"106095,72";"1763,83";"124,35";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"233,45"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000048";"27/11/2023";"272906";"Fatura n. 272906, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, NOVEMBRO/2023, conforme contrato 11/2019.";"23076.116125/2023-14";"4893,6";"105210831";"4893,6";"105,48";"7,44";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"14,93"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000049";"27/11/2023";"273593";"Fatura n. 273593, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, NOVEMBRO/2023, conforme contrato 11/2019.";"23076.116165/2023-98";"2358,33";"105212073";"2358,33";"51,98";"3,66";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"7,38"
"37979739000105";"MONEY TURISMO EIRELI";"33919741000120";"AEROPORTOS DO NORDESTE DO BRASIL S.A.";"153080152332023NP000049";"27/11/2023";"273593";"Fatura n. 273593, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, NOVEMBRO/2023, conforme contrato 11/2019.";"23076.116165/2023-98";"2358,33";"105212073";"2358,33";"52,74";"3,72";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"7,38"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000026";"09/11/2023";"269970";"Fatura n. 269970 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.090596/2023-15";"2223,84";"103207949";"2223,84";"2127,8";"51,07";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"51,07"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000026";"09/11/2023";"269970";"Fatura n. 269970 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.090596/2023-15";"2223,84";"103207950";"2223,84";"2127,8";"21,28";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"21,28"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000030";"27/11/2023";"271583";"Fatura n. 271583 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.102963/2023-77";"4011,91";"104090831";"4011,91";"1428,8";"34,29";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"92,03"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000030";"27/11/2023";"271583";"Fatura n. 271583 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.102963/2023-77";"4011,91";"104090832";"4011,91";"1428,8";"14,29";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"38,35"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000031";"27/11/2023";"271584";"Fatura n. 271584 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.102963/2023-77";"4631,96";"104092783";"4631,96";"2779,9";"66,72";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"109,17"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000031";"27/11/2023";"271584";"Fatura n. 271584 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.102963/2023-77";"4631,96";"104092784";"4631,96";"2779,8";"27,8";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"45,49"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000035";"21/11/2023";"271581";"Fatura n. 271581 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019 - VIGENTE ATÉ 22/02/2024. \17099";"23076.103312/2023-63";"10597,41";"104160871";"10597,41";"10319,4";"247,67";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"247,67"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000035";"21/11/2023";"271581";"Fatura n. 271581 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019 - VIGENTE ATÉ 22/02/2024. \17099";"23076.103312/2023-63";"10597,41";"104160872";"10597,41";"10319,4";"103,19";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"103,19"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000040";"09/11/2023";"267688";"Fatura n. 267688, referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.NATUREZA DA DESPESA PARA EFD-REINF: PASSAGENS AÉREAS \17023";"23076.103867/2023-16";"3114,27";"104215914";"3114,27";"2266,9";"54,41";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"72,31"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000040";"09/11/2023";"267688";"Fatura n. 267688, referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.NATUREZA DA DESPESA PARA EFD-REINF: PASSAGENS AÉREAS \17023";"23076.103867/2023-16";"3114,27";"104215915";"3114,27";"2266,9";"22,67";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"30,13"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000045";"20/11/2023";"272911";"Fatura n. 272911, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, trecho BSB/REC e REC/BSB, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114518/2023-44";"1735,9";"104975424";"1735,9";"1060,9";"25,46";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"39,69"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000045";"20/11/2023";"272911";"Fatura n. 272911, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, trecho BSB/REC e REC/BSB, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114518/2023-44";"1735,9";"104975425";"1735,9";"1060,9";"10,61";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"16,54"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000046";"20/11/2023";"272910";"Fatura n. 272910, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114476/2023-14";"5350,64";"104976752";"5350,64";"2033,8";"48,81";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"123,86"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000046";"20/11/2023";"272910";"Fatura n. 272910, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114476/2023-14";"5350,64";"104976753";"5350,64";"2033,8";"20,34";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"51,61"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000047";"27/11/2023";"272907";"Fatura n. 272907, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114436/2023-27";"106095,72";"104978576";"106095,72";"58064,64";"1393,55";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.466,81"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000047";"27/11/2023";"272907";"Fatura n. 272907, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114436/2023-27";"106095,72";"104978577";"106095,72";"58064,64";"580,65";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"1.027,83"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000048";"27/11/2023";"272906";"Fatura n. 272906, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, NOVEMBRO/2023, conforme contrato 11/2019.";"23076.116125/2023-14";"4893,6";"105210829";"4893,6";"4681,8";"112,36";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"112,36"
"37979739000105";"MONEY TURISMO EIRELI";"09296295000160";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"153080152332023NP000048";"27/11/2023";"272906";"Fatura n. 272906, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, NOVEMBRO/2023, conforme contrato 11/2019.";"23076.116125/2023-14";"4893,6";"105210830";"4893,6";"4681,8";"46,82";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"46,82"
"37979739000105";"MONEY TURISMO EIRELI";"02846056000197";"CCR S.A.";"153080152332023NP000026";"09/11/2023";"269970";"Fatura n. 269970 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.090596/2023-15";"2223,84";"103207951";"2223,84";"43,29";"3,05";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"6,77"
"37979739000105";"MONEY TURISMO EIRELI";"19726111000108";"CONCESSIONARIA AEROPORTO RIO DE JANEIRO S.A.";"153080152332023NP000047";"27/11/2023";"272907";"Fatura n. 272907, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114436/2023-27";"106095,72";"104978578";"106095,72";"83,6";"5,89";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"233,45"
"37979739000105";"MONEY TURISMO EIRELI";"27950582000123";"CONCESSIONARIA DO AEROPORTO DE SALVADOR S.A.";"153080152332023NP000046";"20/11/2023";"272910";"Fatura n. 272910, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114476/2023-14";"5350,64";"104976754";"5350,64";"84,18";"5,93";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"13,37"
"37979739000105";"MONEY TURISMO EIRELI";"27950582000123";"CONCESSIONARIA DO AEROPORTO DE SALVADOR S.A.";"153080152332023NP000047";"27/11/2023";"272907";"Fatura n. 272907, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114436/2023-27";"106095,72";"104978578";"106095,72";"42,09";"2,97";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"466,90"
"37979739000105";"MONEY TURISMO EIRELI";"19674909000153";"CONCESSIONARIA DO AEROPORTO INTERNACIONAL DE CONFINS S";"153080152332023NP000031";"27/11/2023";"271584";"Fatura n. 271584 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.102963/2023-77";"4631,96";"104092785";"4631,96";"30,4";"2,14";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"5,86"
"37979739000105";"MONEY TURISMO EIRELI";"27844178000175";"CONCESSIONARIA DO AEROPORTO INTERNACIONAL DE FLORIANOPO";"153080152332023NP000044";"16/11/2023";"272908";"Fatura n. 272908, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, trecho REC/CGH/FLN/CGH/REC, no mês de OUTUBRO/2023, conforme contrato 11/2019 \17023";"23076.113023/2023-57";"3240,75";"104889763";"3240,75";"48,4";"3,41";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"7,13"
"37979739000105";"MONEY TURISMO EIRELI";"15578569000106";"CONCESSIONARIA DO AEROPORTO INTERNACIONAL DE GUARULHOS";"153080152332023NP000039";"13/11/2023";"270015";"Fatura n. 270015 referente a passagens aéreas e serviço de agenciamento de viagens nacionais, trecho REC/GRU/ORD/PHX/ORD/GRU/REC, no mês de AGOSTO/2023, conforme contrato 11/2019. Nota de detalhamento de crédito nº 004/2022 - DCCAc (TED 01/2021 ¿ Polícia Federal) \17023";"23076.103890/2023-74";"16148,98";"104201645";"16148,98";"122,6";"8,64";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"16,08"
"37979739000105";"MONEY TURISMO EIRELI";"15578569000106";"CONCESSIONARIA DO AEROPORTO INTERNACIONAL DE GUARULHOS";"153080152332023NP000041";"14/11/2023";"272901";"Fatura n. 272901 referente a passagens aéreas e serviço de agenciamento de viagens internacionais conforme contrato 11/2019.";"23076.112576/2023-98";"10467,3";"104832671";"10467,3";"61,3";"4,32";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"8,04"
"37979739000105";"MONEY TURISMO EIRELI";"15578569000106";"CONCESSIONARIA DO AEROPORTO INTERNACIONAL DE GUARULHOS";"153080152332023NP000047";"27/11/2023";"272907";"Fatura n. 272907, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114436/2023-27";"106095,72";"104978578";"106095,72";"30,65";"2,16";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"466,90"
"37979739000105";"MONEY TURISMO EIRELI";"42206269000179";"CONCESSIONARIA DO BLOCO CENTRAL S.A.";"153080152332023NP000047";"27/11/2023";"272907";"Fatura n. 272907, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114436/2023-27";"106095,72";"104978578";"106095,72";"41,53";"2,93";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"233,45"
"37979739000105";"MONEY TURISMO EIRELI";"42130537000116";"CONCESSIONARIA DO BLOCO SUL S.A.";"153080152332023NP000047";"27/11/2023";"272907";"Fatura n. 272907, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114436/2023-27";"106095,72";"104978578";"106095,72";"42,76";"3,01";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"233,45"
"37979739000105";"MONEY TURISMO EIRELI";"04409762000440";"DIX EMPREENDIMENTOS LTDA";"153080152332023NP000047";"27/11/2023";"272907";"Fatura n. 272907, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114436/2023-27";"106095,72";"104978578";"106095,72";"37,02";"2,61";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"233,45"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153080152332023NP000030";"27/11/2023";"271583";"Fatura n. 271583 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.102963/2023-77";"4011,91";"104090833";"4011,91";"42,29";"2,98";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"12,50"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153080152332023NP000035";"21/11/2023";"271581";"Fatura n. 271581 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019 - VIGENTE ATÉ 22/02/2024. \17099";"23076.103312/2023-63";"10597,41";"104160870";"10597,41";"119,79";"8,45";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"19,60"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153080152332023NP000047";"27/11/2023";"272907";"Fatura n. 272907, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114436/2023-27";"106095,72";"104978578";"106095,72";"41,5";"2,93";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"233,45"
"37979739000105";"MONEY TURISMO EIRELI";"27059565000109";"FRAPORT BRASIL S.A AEROPORTO DE FORTALEZA";"153080152332023NP000040";"09/11/2023";"267688";"Fatura n. 267688, referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.NATUREZA DA DESPESA PARA EFD-REINF: PASSAGENS AÉREAS \17023";"23076.103867/2023-16";"3114,27";"104215916";"3114,27";"48,71";"3,43";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"7,14"
"37979739000105";"MONEY TURISMO EIRELI";"27059460000141";"FRAPORT BRASIL S.A AEROPORTO DE PORTO ALEGRE";"153080152332023NP000048";"27/11/2023";"272906";"Fatura n. 272906, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, NOVEMBRO/2023, conforme contrato 11/2019.";"23076.116125/2023-14";"4893,6";"105210831";"4893,6";"106,28";"7,49";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"14,93"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153080152332023NP000031";"27/11/2023";"271584";"Fatura n. 271584 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.102963/2023-77";"4631,96";"104092783";"4631,96";"1768,9";"42,45";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"109,17"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153080152332023NP000031";"27/11/2023";"271584";"Fatura n. 271584 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.102963/2023-77";"4631,96";"104092784";"4631,96";"1768,9";"17,69";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"45,49"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153080152332023NP000044";"16/11/2023";"272908";"Fatura n. 272908, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, trecho REC/CGH/FLN/CGH/REC, no mês de OUTUBRO/2023, conforme contrato 11/2019 \17023";"23076.113023/2023-57";"3240,75";"104889764";"3240,75";"3139,6";"75,35";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"75,35"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153080152332023NP000044";"16/11/2023";"272908";"Fatura n. 272908, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, trecho REC/CGH/FLN/CGH/REC, no mês de OUTUBRO/2023, conforme contrato 11/2019 \17023";"23076.113023/2023-57";"3240,75";"104889765";"3240,75";"3139,6";"31,4";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"31,40"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153080152332023NP000045";"20/11/2023";"272911";"Fatura n. 272911, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, trecho BSB/REC e REC/BSB, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114518/2023-44";"1735,9";"104975424";"1735,9";"592,73";"14,23";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"39,69"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153080152332023NP000045";"20/11/2023";"272911";"Fatura n. 272911, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, trecho BSB/REC e REC/BSB, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114518/2023-44";"1735,9";"104975425";"1735,9";"592,73";"5,93";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"16,54"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153080152332023NP000046";"20/11/2023";"272910";"Fatura n. 272910, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114476/2023-14";"5350,64";"104976752";"5350,64";"3127,14";"75,05";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"123,86"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153080152332023NP000046";"20/11/2023";"272910";"Fatura n. 272910, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114476/2023-14";"5350,64";"104976753";"5350,64";"3127,14";"31,27";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"51,61"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153080152332023NP000047";"27/11/2023";"272907";"Fatura n. 272907, referente a passagens aéreas e serviço de agenciamento de viagens nacionais, no mês de OUTUBRO/2023, conforme contrato 11/2019.";"23076.114436/2023-27";"106095,72";"104978576";"106095,72";"17694,5";"424,67";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.466,81"
