"DH - Emitente Doc.Origem";;"Recolhedor Doc.";;"Documento Hábil";"DH - Dia Transação";"DH - Doc. Origem";"DH - Observação";"DH - Processo";"DH - Valor Doc.Origem";"Compromisso";"DH - Valor";"DARF - Valor Base Cálculo";"DARF - Valor Total";"DARF - Receita";;"Realizado"
"37979739000105";"MONEY TURISMO EIRELI";"15578569000106";"CONCESSIONARIA DO AEROPORTO INTERNACIONAL DE GUARULHOS";"153098152332023NP000039";"17/10/2023";"268798";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"1540,84";"104008949";"97396,66";"241,08";"17";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153080152332023NP000029";"20/10/2023";"271582";"Fatura n. 271582 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.103006/2023-80";"8403,96";"104089224";"8403,96";"42,29";"2,98";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"14,73"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153080152332023NP000033";"19/10/2023";"272027";"Fatura n. 272027 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.102822/2023-04";"3419,85";"104095388";"3419,85";"42,29";"2,98";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"6,70"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153080152332023NP000034";"20/10/2023";"271579";"Liquidação da Fatura 271579 referente a passagens aéreas e serviço de agenciamentos de viagens nacionais, trecho REC/CGH e CGH/REC, no mês de SETEMBRO/2023, conforme contrato 11/2019 \17023";"23076.103394/2023-80";"1757,69";"104154749";"1757,69";"41,13";"2,9";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"6,62"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153080152332023NP000036";"23/10/2023";"271580";"Fatura n. 271580 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019 - VIGENTE ATÉ 22/02/2024. \17099";"23076.103372/2023-92";"108780,82";"104166464";"108780,82";"89,93";"6,34";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"195,84"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153080152332023NP000036";"23/10/2023";"271580";"Fatura n. 271580 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019 - VIGENTE ATÉ 22/02/2024. \17099";"23076.103372/2023-92";"108780,82";"104166464";"108780,82";"111,1";"7,83";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"195,84"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153080152332023NP000036";"23/10/2023";"271580";"Fatura n. 271580 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019 - VIGENTE ATÉ 22/02/2024. \17099";"23076.103372/2023-92";"108780,82";"104166464";"108780,82";"207,06";"14,59";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"195,84"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008949";"97396,66";"39,93";"2,82";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"1.043,70"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008949";"97396,66";"42,29";"2,98";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"1.043,70"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008949";"97396,66";"166,8";"11,76";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008949";"97396,66";"293,82";"20,71";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008949";"97396,66";"39,93";"2,82";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"1.043,70"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008949";"97396,66";"42,29";"2,98";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"1.043,70"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008949";"97396,66";"166,8";"11,76";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008949";"97396,66";"293,82";"20,71";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"267525";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"5497,51";"104008949";"97396,66";"39,93";"2,82";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"1.043,70"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"267525";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"5497,51";"104008949";"97396,66";"42,29";"2,98";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"1.043,70"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"267525";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"5497,51";"104008949";"97396,66";"166,8";"11,76";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"267525";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"5497,51";"104008949";"97396,66";"293,82";"20,71";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"268797";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"40065,71";"104008949";"97396,66";"39,93";"2,82";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"1.043,70"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"268797";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"40065,71";"104008949";"97396,66";"42,29";"2,98";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"1.043,70"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"268797";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"40065,71";"104008949";"97396,66";"166,8";"11,76";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"268797";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"40065,71";"104008949";"97396,66";"293,82";"20,71";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"268798";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"1540,84";"104008949";"97396,66";"39,93";"2,82";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"1.043,70"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"268798";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"1540,84";"104008949";"97396,66";"42,29";"2,98";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"1.043,70"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"268798";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"1540,84";"104008949";"97396,66";"166,8";"11,76";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"00352294000110";"EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - IN";"153098152332023NP000039";"17/10/2023";"268798";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"1540,84";"104008949";"97396,66";"293,82";"20,71";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"347,90"
"37979739000105";"MONEY TURISMO EIRELI";"27059565000109";"FRAPORT BRASIL S.A AEROPORTO DE FORTALEZA";"153080152332023NP000036";"23/10/2023";"271580";"Fatura n. 271580 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019 - VIGENTE ATÉ 22/02/2024. \17099";"23076.103372/2023-92";"108780,82";"104166464";"108780,82";"48,71";"3,43";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"195,84"
"37979739000105";"MONEY TURISMO EIRELI";"27059565000109";"FRAPORT BRASIL S.A AEROPORTO DE FORTALEZA";"153080152332023NP000036";"23/10/2023";"271580";"Fatura n. 271580 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019 - VIGENTE ATÉ 22/02/2024. \17099";"23076.103372/2023-92";"108780,82";"104166464";"108780,82";"150,57";"10,61";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"195,84"
"37979739000105";"MONEY TURISMO EIRELI";"27059460000141";"FRAPORT BRASIL S.A AEROPORTO DE PORTO ALEGRE";"153080152332023NP000036";"23/10/2023";"271580";"Fatura n. 271580 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019 - VIGENTE ATÉ 22/02/2024. \17099";"23076.103372/2023-92";"108780,82";"104166464";"108780,82";"50,83";"3,58";"6175";"TRANSP.PASSAGEIROS-TRIBUTOS RETIDOS ORG.PUBL.";"391,68"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153080152332023NP000034";"20/10/2023";"271579";"Liquidação da Fatura 271579 referente a passagens aéreas e serviço de agenciamentos de viagens nacionais, trecho REC/CGH e CGH/REC, no mês de SETEMBRO/2023, conforme contrato 11/2019 \17023";"23076.103394/2023-80";"1757,69";"104154750";"1757,69";"831,9";"19,97";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"39,94"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153080152332023NP000034";"20/10/2023";"271579";"Liquidação da Fatura 271579 referente a passagens aéreas e serviço de agenciamentos de viagens nacionais, trecho REC/CGH e CGH/REC, no mês de SETEMBRO/2023, conforme contrato 11/2019 \17023";"23076.103394/2023-80";"1757,69";"104154751";"1757,69";"831,9";"8,32";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"16,64"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153080152332023NP000036";"23/10/2023";"271580";"Fatura n. 271580 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019 - VIGENTE ATÉ 22/02/2024. \17099";"23076.103372/2023-92";"108780,82";"104167296";"108780,82";"30602";"734,45";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.544,03"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153080152332023NP000036";"23/10/2023";"271580";"Fatura n. 271580 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019 - VIGENTE ATÉ 22/02/2024. \17099";"23076.103372/2023-92";"108780,82";"104167297";"108780,82";"30602";"306,02";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"1.060,01"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153080152332023NP000037";"20/10/2023";"270024";"Fatura n. 270024 referente a passagens aéreas e serviço de agenciamento de viagens nacionais conforme contrato 11/2019.";"23076.103517/2023-57";"17090,35";"104168891";"17090,35";"5426,7";"130,24";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"400,30"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008950";"97396,66";"743";"17,83";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008950";"97396,66";"2534,7";"60,83";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008950";"97396,66";"5746,3";"137,91";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008950";"97396,66";"8087,24";"194,09";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008951";"97396,66";"743";"7,43";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"924,60"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008951";"97396,66";"2534,7";"25,35";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"924,60"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008951";"97396,66";"5746,3";"57,46";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"924,60"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"266527";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"17329,45";"104008951";"97396,66";"8087,24";"80,87";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"924,60"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008950";"97396,66";"743";"17,83";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008950";"97396,66";"2534,7";"60,83";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008950";"97396,66";"5746,3";"137,91";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008950";"97396,66";"8087,24";"194,09";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008951";"97396,66";"743";"7,43";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"924,60"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008951";"97396,66";"2534,7";"25,35";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"924,60"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008951";"97396,66";"5746,3";"57,46";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"924,60"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"263712";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"32963,15";"104008951";"97396,66";"8087,24";"80,87";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"924,60"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"267525";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"5497,51";"104008950";"97396,66";"743";"17,83";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"267525";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"5497,51";"104008950";"97396,66";"2534,7";"60,83";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"267525";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"5497,51";"104008950";"97396,66";"5746,3";"137,91";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"267525";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"5497,51";"104008950";"97396,66";"8087,24";"194,09";"6256";"IRPJ-PAGAMENTO ORGAO PUBLICO A PESS.JURIDICA";"2.219,07"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"267525";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"5497,51";"104008951";"97396,66";"743";"7,43";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"924,60"
"37979739000105";"MONEY TURISMO EIRELI";"07575651002950";"GOL LINHAS AEREAS S.A.";"153098152332023NP000039";"17/10/2023";"267525";"Faturas n. 266527,263712,267525,268797,268798. Referente a passagens aéreas e serviço de agenciamento de viagens nacionais, conforme contrato 11/2019.";"23076.102142/2023-31";"5497,51";"104008951";"97396,66";"2534,7";"25,35";"6228";"CSLL-RF-PAGTO.ORGAO PUBLICO A PESSOA JURIDICA";"924,60"
